original_row_num,url,crawl_time,crawl_status,error_msg,api,package,language,deprecated_in,removed_in,replaced_by,change_type,reason,source
65,https://www.tensorflow.org/api_docs/python/tf/gather,2025-10-16 13:03:55,success,,tf.gather,tensorflow,python,v2.16.1,,,Parameter Change,"The `validate_indices` argument was deprecated as it no longer has any effect. Indices are always validated on CPU and never validated on GPU, making the parameter redundant.",https://www.tensorflow.org/api_docs/python/tf/gather
69,https://www.tensorflow.org/api_docs/python/tf/get_static_value,2025-10-16 13:04:45,success,,tf.get_static_value,TensorFlow,Python,,,tf.compat.v1.get_static_value (for migration to TensorFlow v2.x),API Deprecation,Transition from TensorFlow v1 to v2 streamlined certain APIs for better usability and performance optimization. Users are encouraged to use the updated TF 2 APIs or tf.compat.v1 APIs for backward compatibility.,https://www.tensorflow.org/api_docs/python/tf/get_static_value
66,https://www.tensorflow.org/api_docs/python/tf/gather_nd,2025-10-16 13:04:43,success,,tf.gather_nd,tf,Python,,,tf.gather,Behavior Change,"To handle out-of-bound indices differently on GPU, storing '0' instead of raising an error, while maintaining error raising behavior on CPU.",https://github.com/tensorflow/tensorflow
73,https://www.tensorflow.org/api_docs/python/tf/guarantee_const,2025-10-16 13:04:53,success,,tf.guarantee_const,tf,Python,v2.16.1,,tf.compat.v1.guarantee_const,API Deprecation,This function is deprecated and is not intended for public use. The runtime may use it for internal optimizations.,https://www.tensorflow.org/api_docs/python/tf/guarantee_const
71,https://www.tensorflow.org/api_docs/python/tf/gradients,2025-10-16 13:04:46,success,,tf.gradients,tensorflow,Python,v2.0,,tf.GradientTape,API Deprecation,"In TensorFlow 2.x, eager execution is enabled by default, and `tf.GradientTape` provides a more intuitive and flexible way of computing gradients in the eager execution environment.",https://www.tensorflow.org/api_docs/python/tf/gradients
79,https://www.tensorflow.org/api_docs/python/tf/ifftnd,2025-10-16 13:05:47,success,,ifftnd,tf.spectral,Python,,,tf.signal.ifftnd,API Deprecation,The `ifftnd` API was moved to `tf.signal` package as part of the TensorFlow refactoring efforts to organize signal processing functions.,https://www.tensorflow.org/api_docs/python/tf/signal/ifftnd
87,https://www.tensorflow.org/api_docs/python/tf/load_op_library,2025-10-16 13:05:59,success,,tf.load_op_library,tf,Python,v2.0,,tf.compat.v1.load_op_library,API Deprecation,"TensorFlow transitioned to eager execution by default starting from v2.0, so APIs from v1.x were moved to `tf.compat.v1` namespace to allow backward compatibility.",https://www.tensorflow.org/versions/r2.16/api_docs/python/tf/load_op_library
86,https://www.tensorflow.org/api_docs/python/tf/load_library,2025-10-16 13:05:57,success,,tf.compat.v1.load_library,TensorFlow,Python,2.0.0,,tf.load_library,API Deprecation,Align with TensorFlow's API evolution and encourage migration to newer capabilities.,https://www.tensorflow.org/guide/migrate
89,https://www.tensorflow.org/api_docs/python/tf/make_tensor_proto,2025-10-16 13:05:59,success,,make_tensor_proto,tf,Python,2.0,,tf.convert_to_tensor,API Deprecation,Representing tensors as protos is no longer a common workflow in TensorFlow 2.0. The usage should primarily focus on generating TF Serving request protos instead.,https://www.tensorflow.org/api_docs/python/tf/make_tensor_proto
78,https://www.tensorflow.org/api_docs/python/tf/identity_n,2025-10-16 13:05:47,success,,identity_n,tf,Python,,,tf.compat.v1.identity_n,API Deprecation,To migrate users to TensorFlow 2.x while maintaining backward compatibility with TensorFlow 1.x features.,https://www.tensorflow.org/api_docs/python/tf/identity_n
91,https://www.tensorflow.org/api_docs/python/tf/meshgrid,2025-10-16 13:06:49,success,,meshgrid,tensorflow,Python,v1.14,,tf.meshgrid (TensorFlow v2.16.1),API Deprecation,Migration to TensorFlow v2 with updated APIs for better usability and alignment with modern framework designs.,https://www.tensorflow.org/api_docs/python/tf/meshgrid
97,https://www.tensorflow.org/api_docs/python/tf/numpy_function,2025-10-16 13:06:59,success,,tf.numpy_function,tensorflow,Python,,,tf.py_function,API Deprecation,"Known limitations such as acquiring the Python Global Interpreter Lock (GIL), lack of serialization support in tf.SavedModel, incompatibility with XLA, and inability to take gradients make tf.numpy_function unsuitable for production use.",https://www.tensorflow.org/api_docs/python/tf/numpy_function
96,https://www.tensorflow.org/api_docs/python/tf/norm,2025-10-16 13:06:54,success,,tf.norm,TensorFlow,Python,,,tf.linalg.norm,API Deprecation,Consolidation of norm computation APIs and alignment with linalg conventions.,https://www.tensorflow.org/api_docs/python/tf/norm
103,https://www.tensorflow.org/api_docs/python/tf/parallel_stack,2025-10-16 13:07:50,success,,parallel_stack,tf,Python,,,stack,Performance Optimization,"The `parallel_stack` API provides a performance advantage over `stack` in scenarios where input tensors can be processed in parallel, as it does not require all inputs to be precomputed before the operation begins.",https://www.tensorflow.org/api_docs/python/tf/parallel_stack
90,https://www.tensorflow.org/api_docs/python/tf/map_fn,2025-10-16 13:06:48,success,,tf.map_fn,tensorflow,python,v2.16.1,,fn_output_signature,Parameter Change,The 'dtype' argument was deprecated in favor of 'fn_output_signature' for better clarity and consistent specification of function output signature.,https://www.tensorflow.org/api_docs/python/tf/map_fn
104,https://www.tensorflow.org/api_docs/python/tf/print,2025-10-16 13:07:51,success,,print,tf,Python,v2.0,,tf.print,API Deprecation,Unified printing API with better performance and flexibility in TensorFlow 2.x.,https://www.tensorflow.org/api_docs/python/tf/print
112,https://www.tensorflow.org/api_docs/python/tf/rank,2025-10-16 13:08:06,success,,tf.rank,TensorFlow,Python,,,tf.rank,API Compatibility Alias,tf.compat.v1.rank is an alias provided for migration purposes to maintain compatibility with TensorFlow v1 code.,https://www.tensorflow.org/api_docs/python/tf/rank
119,https://www.tensorflow.org/api_docs/python/tf/reverse,2025-10-16 13:08:54,success,,tf.reverse,TensorFlow,Python,v2.0.0,v2.16.1,tf.compat.v1.reverse_v2,API Deprecation,"The original versions `tf.compat.v1.reverse` and `tf.compat.v1.manip.reverse` were deprecated in favor of `tf.reverse`. The new API supports more data types and additional dimensions, increasing usability and performance.",https://www.tensorflow.org/api_docs/python/tf/reverse
122,https://www.tensorflow.org/api_docs/python/tf/roll,2025-10-16 13:09:03,success,,tf.roll,tensorflow,Python,,,"tf.compat.v1.manip.roll, tf.compat.v1.roll",API Duplication,Introduction of compatibility APIs for migration purposes to support older versions (TensorFlow v1).,https://www.tensorflow.org/api_docs/python/tf/roll
123,https://www.tensorflow.org/api_docs/python/tf/scan,2025-10-16 13:09:05,success,,tf.scan,TensorFlow,Python,v2.16.1,,tf.nest.map_structure(tf.stop_gradient),Parameter Change,The `back_prop=False` parameter was deprecated. Users should directly use `tf.stop_gradient` for stopping gradients during scans instead of relying on this parameter.,https://www.tensorflow.org/api_docs/python/tf/scan
128,https://www.tensorflow.org/api_docs/python/tf/shape_n,2025-10-16 13:09:57,success,,shape_n,tf (TensorFlow),Python,v2.0.0 (for tf.compat.v1.shape_n),,tf.shape_n (TensorFlow v2.x),API Deprecation,Migration to TensorFlow v2.x for better performance and consistency across the framework. The new API provides faster shape computation for multiple tensors.,https://www.tensorflow.org/api_docs/python/tf/compat/v1/shape_n
130,https://www.tensorflow.org/api_docs/python/tf/slice,2025-10-16 13:09:58,success,,tf.slice,tensorflow,Python,,,tf.Tensor.__getitem__,API Deprecation,To simplify tensor slicing and provide a more Pythonic syntax for better code readability.,https://www.tensorflow.org/api_docs/python/tf/slice
135,https://www.tensorflow.org/api_docs/python/tf/squeeze,2025-10-16 13:10:13,success,,tf.squeeze,TensorFlow,Python,TensorFlow v2.0,,tf.squeeze without `squeeze_dims` parameter,Parameter Change,Simplification of API by removing the `squeeze_dims` argument in favor of `axis` for better alignment with TensorFlow's API standards and consistency.,https://github.com/tensorflow/tensorflow/blob/v2.16.1/tensorflow/python/ops/array_ops.py
137,https://www.tensorflow.org/api_docs/python/tf/stop_gradient,2025-10-16 13:10:58,success,,tf.stop_gradient,tensorflow,Python,,,tf.compat.v1.stop_gradient,API Deprecation,The API was moved to the `compat.v1` module to maintain backward compatibility while encouraging users to migrate to TensorFlow 2.X.,https://www.tensorflow.org/api_docs/python/tf/stop_gradient
139,https://www.tensorflow.org/api_docs/python/tf/switch_case,2025-10-16 13:10:59,success,,tf.switch_case,TensorFlow,Python,,,tf.compat.v1.switch_case,Behavior Change,Improved efficiency for selecting branches and aligning implementation with C++-style switch/case semantics.,https://www.tensorflow.org/api_docs/python/tf/switch_case
138,https://www.tensorflow.org/api_docs/python/tf/strided_slice,2025-10-16 13:10:58,success,,tf.strided_slice,TensorFlow,Python,,,"tf.Tensor.getitem, tf.Variable.getitem (NumPy-style slicing syntax)",Behavior Change,"Encourage users to adopt more Pythonic and NumPy-inspired slicing syntax for tensor operations, simplifying code readability and usability.",https://www.tensorflow.org/api_docs/python/tf/strided_slice
140,https://www.tensorflow.org/api_docs/python/tf/tensor_scatter_nd_add,2025-10-16 13:10:59,success,,tensor_scatter_nd_add,tensorflow,Python,,,tf.compat.v1.tensor_scatter_nd_add,,Introduction of migration compatibility aliases to support users moving from TensorFlow v1 to TensorFlow v2.,https://tensorflow.org/api_docs/python/tf/tensor_scatter_nd_add
148,https://www.tensorflow.org/api_docs/python/tf/transpose,2025-10-16 13:11:13,success,,tf.transpose,tensorflow,Python,,,tf.linalg.matrix_transpose,Parameter Change,Providing a shorthand to matrix transpose for cleaner code and improved readability when dealing with linear algebra operations.,https://www.tensorflow.org/api_docs/python/tf/transpose
149,https://www.tensorflow.org/api_docs/python/tf/truncatediv,2025-10-16 13:11:57,success,,tf.truncatediv,tf (TensorFlow),Python,,,tf.math.floordiv,Behavior Change,"The behavior of `truncatediv` differs from Python semantics when handling negative numbers during division. TensorFlow recommends using `tf.math.floordiv` for a division function that matches Python semantics, which aligns the TensorFlow API with expected behavior in Python.",https://www.tensorflow.org/api_docs/python/tf/truncatediv
151,https://www.tensorflow.org/api_docs/python/tf/tuple,2025-10-16 13:12:01,success,,tf.tuple,TensorFlow,Python,v2.0,Not removed,tf.group and automatic control dependencies in TensorFlow 2,API Deprecation,"TensorFlow 2 introduced eager execution and Autograph, which automatically determines the execution order, making `tf.tuple` unnecessary for most use cases.",https://www.tensorflow.org/api_docs/python/tf/tuple
155,https://www.tensorflow.org/api_docs/python/tf/unravel_index,2025-10-16 13:12:03,success,,tf.unravel_index,tensorflow,Python,v1.x (in favor of tf.compat.v1.unravel_index),,tf.compat.v1.unravel_index,API Deprecation,The TensorFlow library moved to a new version structure (v2.x) with updated APIs. Some functions from v1.x were either deprecated or moved to the `tf.compat.v1` module for compatibility purposes.,https://www.tensorflow.org/api_docs/python/tf/unravel_index
154,https://www.tensorflow.org/api_docs/python/tf/unique_with_counts,2025-10-16 13:12:02,success,,tf.unique_with_counts,TensorFlow,Python,,,tf.compat.v1.unique_with_counts,,,https://github.com/tensorflow/tensorflow
156,https://www.tensorflow.org/api_docs/python/tf/unstack,2025-10-16 13:12:10,success,,tf.unstack,tensorflow,Python,No deprecation information available.,No removal information available.,No replacement information available.,No change information available.,No reason provided.,https://github.com/tensorflow/tensorflow/blob/master/tensorflow/python/ops/array_ops.py#L1137
158,https://www.tensorflow.org/api_docs/python/tf/vectorized_map,2025-10-16 13:12:12,success,,tf.vectorized_map,tensorflow,Python,,,tf.compat.v1.vectorized_map,Parameter Change,The tf.compat.v1.vectorized_map is provided as a compatibility alias for migration to codebases using TensorFlow v1.x.,https://www.tensorflow.org/api_docs/python/tf/vectorized_map
160,https://www.tensorflow.org/api_docs/python/tf/while_loop,2025-10-16 13:12:13,success,,tf.while_loop,tensorflow,Python,v2.16.1,,"tf.nest.map_structure(tf.stop_gradient, tf.while_loop)",Parameter Change,"The `back_prop` parameter was deprecated because it should be replaced with `tf.stop_gradient`, which is a suggested alternative for disabling backpropagation in a more general and consistent way. This change emphasizes usage of newer TensorFlow functionalities to improve user workflow and code clarity.",https://www.tensorflow.org/api_docs/python/tf/while_loop
159,https://www.tensorflow.org/api_docs/python/tf/where,2025-10-16 13:12:13,success,,tf.where,TensorFlow,Python,,,tf.compat.v1.where_v2,Behavior Change,Improved broadcasting behavior and support for complex tensors in the updated API.,https://www.tensorflow.org/api_docs/python/tf/where
171,https://www.tensorflow.org/api_docs/python/tf/debugging/Assert,2025-10-16 13:13:15,success,,tf.debugging.Assert,TensorFlow,Python,Not deprecated,,tf.compat.v1.Assert,Behavior Change,Migration for TensorFlow v1 compatibility and encouragement to adapt TensorFlow v2 functionality.,https://www.tensorflow.org/api_docs/python/tf/debugging/Assert
168,https://www.tensorflow.org/api_docs/python/tf/autograph/to_code,2025-10-16 13:13:11,success,,tf.autograph.to_code,tensorflow,Python,,,tf.autograph.to_graph,Performance Optimization,"The `tf.autograph.to_graph` API provides better functionality for generating TensorFlow computation graphs, which are more efficient for execution compared to directly retrieving source code.",https://www.tensorflow.org/api_docs/python/tf/autograph/to_code
167,https://www.tensorflow.org/api_docs/python/tf/autograph/set_verbosity,2025-10-16 13:13:06,success,,tf.autograph.set_verbosity,TensorFlow,Python,,,tf.compat.v1.autograph.set_verbosity,Behavior Change,The API was updated to emphasize migration paths for users transitioning from TensorFlow v1 to v2. The `tf.compat.v1.autograph.set_verbosity` serves as a compatibility alias for those relying on the older TensorFlow v1 functionality.,https://www.tensorflow.org/api_docs/python/tf/autograph/set_verbosity
169,https://www.tensorflow.org/api_docs/python/tf/autograph/to_graph,2025-10-16 13:13:14,success,,tf.autograph.to_graph,tf.autograph,Python,,,tf.function,Behavior Change,"The tf.function API provides higher-level functionality, including caching, variable management, and wrapping Python callable functions into TensorFlow operations while internally using tf.autograph.to_graph.",https://www.tensorflow.org/api_docs/python/tf/autograph/to_graph
195,https://www.tensorflow.org/api_docs/python/tf/debugging/disable_traceback_filtering,2025-10-16 13:15:17,success,,tf.debugging.disable_traceback_filtering,tf.debugging,Python,,,tf.debugging.enable_traceback_filtering,Behavior Change,To provide developers with an option to debug TensorFlow-internal issues by exposing all frames in exception stack traces.,https://www.tensorflow.org/api_docs/python/tf/debugging/disable_traceback_filtering
194,https://www.tensorflow.org/api_docs/python/tf/debugging/disable_check_numerics,2025-10-16 13:15:17,success,,tf.debugging.disable_check_numerics,tf.debugging,Python,,,None (can still use tf.compat.v1.debugging.disable_check_numerics for backward compatibility),Behavior Change,To provide better compatibility and support simplified migration paths for users transitioning between TensorFlow versions.,https://github.com/tensorflow/tensorflow/commit/4b9b4e960aec94d91e4f61e9835d20c51db062ec
202,https://www.tensorflow.org/api_docs/python/tf/image/ResizeMethod,2025-10-16 13:16:10,success,,tf.image.ResizeMethod,tensorflow.image,Python,,,tf.image.resize,API Deprecation,Promotes using `tf.image.resize` for more flexibility and enhanced functionality in handling image resizing across multiple methods.,https://www.tensorflow.org/api_docs/python/tf/image/resize
205,https://www.tensorflow.org/api_docs/python/tf/image/adjust_gamma,2025-10-16 13:16:17,success,,tf.image.adjust_gamma,tensorflow,Python,,,tf.compat.v1.image.adjust_gamma,API Deprecation,Migration guide suggests compatibility alias for transitioning from TensorFlow v1 to v2.,https://github.com/tensorflow/tensorflow/blob/v2.16.1/tensorflow/python/ops/image_ops_impl.py#L124
208,https://www.tensorflow.org/api_docs/python/tf/image/adjust_saturation,2025-10-16 13:16:19,success,,adjust_saturation,tf.image,Python,,,tf.compat.v1.image.adjust_saturation,Parameter Change,Migration to TensorFlow v2 caused changes in API behavior to support eager execution and align with TensorFlow 2 ecosystem.,https://www.tensorflow.org/api_docs/python/tf/image/adjust_saturation
209,https://www.tensorflow.org/api_docs/python/tf/image/central_crop,2025-10-16 13:17:09,success,,tf.image.central_crop,TensorFlow,Python,,,tf.compat.v1.image.central_crop (for migration),API Deprecation,The `tf.image.central_crop` API was modified to encourage users to transition to `tf.compat.v1.image.central_crop` during migration to TensorFlow v2. This aligns with TensorFlow's move towards eager execution and the updated v2 API standards.,https://www.tensorflow.org/api_docs/python/tf/image/central_crop
218,https://www.tensorflow.org/api_docs/python/tf/image/flip_up_down,2025-10-16 13:17:24,success,,tf.image.flip_up_down,TensorFlow,Python,,,tf.compat.v1.image.flip_up_down (for migration),,,https://github.com/tensorflow/tensorflow/blob/v2.16.1/tensorflow/python/ops/image_ops_impl.py
217,https://www.tensorflow.org/api_docs/python/tf/image/flip_left_right,2025-10-16 13:17:23,success,,tf.image.flip_left_right,tf.image,Python,2.0,,tf.reverse,API Deprecation,The newer alternative `tf.reverse` offers greater flexibility and supports flipping along multiple axes. The original API `tf.image.flip_left_right` is limited to flipping along the width dimension only.,https://www.tensorflow.org/api_docs/python/tf/image/flip_left_right
230,https://www.tensorflow.org/api_docs/python/tf/image/random_brightness,2025-10-16 13:18:27,success,,tf.image.random_brightness,tensorflow.image,Python,,,tf.image.stateless_random_brightness,Behavior Change,"To guarantee deterministic results when given the same seed, regardless of how many times the function is called and independent of global seed settings.",https://www.tensorflow.org/api_docs/python/tf/image/random_brightness
228,https://www.tensorflow.org/api_docs/python/tf/image/per_image_standardization,2025-10-16 13:18:19,success,,tf.image.per_image_standardization,tensorflow.image,Python,,,tf.compat.v1.image.per_image_standardization (for migration purposes),,,https://github.com/tensorflow/tensorflow/releases/tag/v2.16.1
232,https://www.tensorflow.org/api_docs/python/tf/image/random_crop,2025-10-16 13:18:29,success,,tf.image.random_crop,tf.image,Python,v2.16.1,,tf.image.stateless_random_crop,API Deprecation,To provide deterministic results independent of global seed settings and improve reproducibility.,https://www.tensorflow.org/api_docs/python/tf/image/random_crop
231,https://www.tensorflow.org/api_docs/python/tf/image/random_contrast,2025-10-16 13:18:29,success,,tf.image.random_contrast,tensorflow.image,Python,,,tf.image.stateless_random_contrast,Behavior Change,To guarantee deterministic results independent of global seed settings.,https://www.tensorflow.org/api_docs/python/tf/image/random_contrast
225,https://www.tensorflow.org/api_docs/python/tf/image/non_max_suppression_padded,2025-10-16 13:18:15,success,,tf.image.non_max_suppression_padded,tensorflow.image,Python,,,tf.image.non_max_suppression_with_scores,Parameter Change,"The new API `tf.image.non_max_suppression_with_scores` provides additional functionality, such as returning suppression scores alongside valid indices, improving the usability and flexibility of the operation.",https://github.com/tensorflow/tensorflow/releases/tag/v2.16.1
234,https://www.tensorflow.org/api_docs/python/tf/image/random_flip_up_down,2025-10-16 13:19:16,success,,tf.image.random_flip_up_down,tensorflow.image,Python,,,tf.image.stateless_random_flip_up_down,Behavior Change,"To provide deterministic results based on seed value, independent of function invocation count or global seed settings.",https://www.tensorflow.org/api_docs/python/tf/image/random_flip_up_down
233,https://www.tensorflow.org/api_docs/python/tf/image/random_flip_left_right,2025-10-16 13:19:16,success,,random_flip_left_right,tf.image,Python,Not applicable,Not applicable,tf.image.stateless_random_flip_left_right,Behavior Change,The update was made to allow deterministic results when using a seed. The new `stateless_random_flip_left_right` guarantees reproducibility independent of global seed settings and the number of times the function is called.,https://www.tensorflow.org/api_docs/python/tf/image/random_flip_left_right
