original_row_num,url,crawl_time,crawl_status,error_msg,api,package,language,deprecated_in,removed_in,replaced_by,change_type,reason,source
61,https://www.postgresql.org/docs/current/sql-createdomain.html,2025-10-16 15:50:09,success,,CREATE DOMAIN,PostgreSQL SQL Commands,SQL,9.5,,,Behavior Change,"The firing order of CHECK constraints on domain types was previously unspecified. Starting from version 9.5, CHECK constraints are tested in alphabetical order by name for predictable behavior.",https://www.postgresql.org/docs/18/sql-createdomain.html
62,https://www.postgresql.org/docs/current/sql-createeventtrigger.html,2025-10-16 15:50:10,success,,CREATE EVENT TRIGGER,PostgreSQL,SQL,18,,,API Deprecation,"The keyword PROCEDURE was historically used but is now deprecated in favor of FUNCTION, because the referenced function must be classified as a function in PostgreSQL, not as a procedure.",https://www.postgresql.org/docs/18/sql-createeventtrigger.html
67,https://www.postgresql.org/docs/current/sql-creategroup.html,2025-10-16 15:50:15,success,,CREATE GROUP,PostgreSQL,SQL,,,CREATE ROLE,API Deprecation,The CREATE GROUP statement is now considered redundant and has been aliased to CREATE ROLE for better compatibility and ease of use.,https://www.postgresql.org/docs/18/sql-creategroup.html
69,https://www.postgresql.org/docs/current/sql-createlanguage.html,2025-10-16 15:50:17,success,,CREATE LANGUAGE,PostgreSQL SQL Commands,SQL,Pre-18,,CREATE EXTENSION,Behavior Change,The form of CREATE LANGUAGE without a handler function was deemed obsolete and replaced for backward compatibility and consistency with the handling of procedural languages packaged as extensions.,https://www.postgresql.org/docs/18/sql-createlanguage.html
71,https://www.postgresql.org/docs/current/sql-createoperator.html,2025-10-16 15:50:20,success,,CREATE OPERATOR,PostgreSQL,SQL,PostgreSQL 18,,,Parameter Change,The use of the keyword PROCEDURE has been deprecated due to its inconsistency with the requirement that it refers to a function (not a procedure). The keyword FUNCTION is recommended instead.,https://www.postgresql.org/docs/18/sql-createoperator.html
75,https://www.postgresql.org/docs/current/sql-createprocedure.html,2025-10-16 15:50:23,success,,CREATE PROCEDURE,PostgreSQL,SQL,,,"CREATE FUNCTION (in certain cases, based on specific use cases)",Behavior Change,"The PostgreSQL implementation extends the CREATE PROCEDURE API for compatibility with the SQL standard but includes functionality overlapping with CREATE FUNCTION, which may require users to make distinctions between the two for specific procedural needs.",https://www.postgresql.org/docs/18/sql-createprocedure.html
77,https://www.postgresql.org/docs/current/sql-createrole.html,2025-10-16 15:50:25,success,,CREATE ROLE,PostgreSQL,SQL,10,,,Behavior Change,"Prior to PostgreSQL 10, an empty string used for the PASSWORD parameter would result in ambiguous behavior that depended on the authentication method and version. Starting from PostgreSQL 10, an empty string explicitly sets the password to null, standardizing behavior.",https://www.postgresql.org/docs/18/sql-createrole.html
78,https://www.postgresql.org/docs/current/sql-createrule.html,2025-10-16 15:50:25,success,,CREATE RULE,PostgreSQL,SQL,,,CREATE OR REPLACE VIEW (preferred for redefining views),Behavior Change,"CREATE RULE can be confusing due to its behavior as a command transformation system, especially when handling updates on views. CREATE OR REPLACE VIEW is recommended for simplicity and better performance.",https://www.postgresql.org/docs/18/sql-createrule.html
84,https://www.postgresql.org/docs/current/sql-createtable.html,2025-10-16 15:50:31,success,,CREATE TABLE,PostgreSQL,SQL,17,,,Behavior Change,The GLOBAL and LOCAL keywords before TEMPORARY or TEMP are now deprecated as they currently have no effect. Future versions of PostgreSQL might adopt a standard-compliant interpretation of their meaning.,https://www.postgresql.org/docs/18/sql-createtable.html
85,https://www.postgresql.org/docs/current/sql-createtableas.html,2025-10-16 15:50:32,success,,CREATE TABLE AS,PostgreSQL,SQL,18,,CREATE TABLE,Parameter Change,"Certain parameters within the CREATE TABLE AS command, such as `WITH OIDS` and `[ GLOBAL | LOCAL ]`, were deprecated or removed for compatibility reasons and adherence to modern standards.",https://www.postgresql.org/docs/18/sql-createtableas.html
94,https://www.postgresql.org/docs/current/sql-createuser.html,2025-10-16 15:50:42,success,,CREATE USER,PostgreSQL 18,SQL,18,,CREATE ROLE,API Deprecation,"CREATE USER is now an alias for CREATE ROLE. This change ensures consistency in defining database roles, with LOGIN assumed by default for CREATE USER and NOLOGIN assumed for CREATE ROLE.",https://www.postgresql.org/docs/18/sql-createuser.html
92,https://www.postgresql.org/docs/current/sql-createtrigger.html,2025-10-16 15:50:41,success,,CREATE TRIGGER,PostgreSQL,SQL,Not applicable,,,Behavior Change,Adherence to SQL standards with certain PostgreSQL-specific extensions; changes in order of trigger execution and limitations in transition tables for column-specific updates.,https://www.postgresql.org/docs/18/sql-createtrigger.html
93,https://www.postgresql.org/docs/current/sql-createtype.html,2025-10-16 15:50:41,success,,CREATE TYPE,PostgreSQL Documentation,SQL,8.2,,Enhanced CREATE TYPE command with shell-type creation syntax,API Deprecation,Simplification of the API for creating new base types and to avoid accidental catalog clutter due to implicit shell type creation from input function definitions.,https://www.postgresql.org/docs/18/sql-createtype.html
114,https://www.postgresql.org/docs/current/sql-dropgroup.html,2025-10-16 15:51:00,success,,DROP GROUP,PostgreSQL,SQL,17,18.0,DROP ROLE,API Removal,DROP GROUP is now an alias for DROP ROLE due to simplification and alignment with the design philosophy that groups are roles.,https://www.postgresql.org/docs/18/sql-dropgroup.html
116,https://www.postgresql.org/docs/current/sql-droplanguage.html,2025-10-16 15:51:02,success,,DROP LANGUAGE,PostgreSQL,SQL,9.1,,DROP EXTENSION,API Deprecation,"Most procedural languages were converted into extensions starting with PostgreSQL 9.1. As a result, they should now be removed using DROP EXTENSION instead of DROP LANGUAGE.",https://www.postgresql.org/docs/18/sql-droplanguage.html
121,https://www.postgresql.org/docs/current/sql-drop-owned.html,2025-10-16 15:51:07,success,,DROP OWNED,PostgreSQL,SQL,,,REASSIGN OWNED,,"DROP OWNED is often used for preparing the removal of roles, but REASSIGN OWNED provides an alternative that deals with ownership reassignment without affecting privileges.",https://www.postgresql.org/docs/18/sql-drop-owned.html
145,https://www.postgresql.org/docs/current/sql-end.html,2025-10-16 15:51:25,success,,END,PostgreSQL,SQL,,,COMMIT,Behavior Change,Standardization to align with SQL standard and enhance compatibility with other database systems.,https://www.postgresql.org/docs/18/sql-end.html
142,https://www.postgresql.org/docs/current/sql-dropuser.html,2025-10-16 15:51:24,success,,DROP USER,PostgreSQL SQL Commands,SQL,,,DROP ROLE,API Replacement,"Simplification and unification of commands for handling database roles, as the concept of roles subsumes users.",https://www.postgresql.org/docs/18/sql-drop-user.html
147,https://www.postgresql.org/docs/current/sql-explain.html,2025-10-16 15:51:28,success,,EXPLAIN,PostgreSQL,SQL,9.0,,,Behavior Change,"The syntax for EXPLAIN was updated in PostgreSQL 9.0 to support named options in any order, replacing the previous fixed-order syntax for options. This change provides more flexibility and extensibility for future features.",https://www.postgresql.org/docs/current/sql-explain.html
151,https://www.postgresql.org/docs/current/sql-insert.html,2025-10-16 15:51:30,success,,INSERT,PostgreSQL,SQL,,,MERGE,Behavior Change,"The SQL standard introduced the MERGE statement, which allows combining INSERT, UPDATE, and DELETE logic in a single statement.",https://www.postgresql.org/docs/18/static/sql-insert.html
164,https://www.postgresql.org/docs/current/sql-reset.html,2025-10-16 15:51:45,success,,RESET,PostgreSQL SQL Commands,SQL,,,SET configuration_parameter TO DEFAULT,Behavior Change,To provide an alternative syntax with consistent behavior and clearer semantics for resetting runtime parameters.,https://www.postgresql.org/docs/18/sql-reset.html
165,https://www.postgresql.org/docs/current/sql-revoke.html,2025-10-16 15:51:45,success,,REVOKE,PostgreSQL,SQL,16,,,Behavior Change,"In PostgreSQL 16, dependent privileges were not tracked for grants of role membership, and thus the CASCADE option had no effect for role membership. This behavior was changed to ensure consistent privilege tracking.",https://www.postgresql.org/docs/18/sql-revoke.html
172,https://www.postgresql.org/docs/current/sql-selectinto.html,2025-10-16 15:51:54,success,,SELECT INTO,PostgreSQL SQL Commands,SQL,,,CREATE TABLE AS,API Deprecation,"SELECT INTO is less flexible compared to CREATE TABLE AS, which allows specifying properties like access method and tablespace.",https://www.postgresql.org/docs/18/sql-select-into.html
173,https://www.postgresql.org/docs/current/sql-set.html,2025-10-16 15:51:55,success,,SET,PostgreSQL,SQL,8.2,,,Behavior Change,"In PostgreSQL versions 8.0 through 8.2, the effects of `SET LOCAL` were canceled by releasing an earlier savepoint or exiting a PL/pgSQL exception block, which was considered unintuitive. This behavior has been changed to improve usability.",https://www.postgresql.org/docs/18/sql-set.html
179,https://www.postgresql.org/docs/current/sql-start-transaction.html,2025-10-16 15:52:01,success,,START TRANSACTION,PostgreSQL SQL Commands,SQL,,,BEGIN,Behavior Change,"For simplicity, compatibility with SQL standard, and historical usage, PostgreSQL allows both START TRANSACTION and BEGIN for initiating transaction blocks.",https://www.postgresql.org/docs/18/sql-start-transaction.html
183,https://www.postgresql.org/docs/current/sql-vacuum.html,2025-10-16 15:52:07,success,,VACUUM,PostgreSQL,SQL,9.0,,,Parameter Change,"The command syntax changed to allow the options to be specified in any order, rather than requiring a specific order.",https://www.postgresql.org/docs/18/sql-vacuum.html
